Reviews,Rating
Exceptionally wonderful staff at the Atrium Palace,5
AWESOME! GREAT HOTEL!,5
Wonderful holiday,5
Immaculately clean,5
Another brilliant holiday at the Atrium Palace again this year,5
Our second visit and we'll be back again. Just perfect,5
Amazing holiday,5
Nice hotel ,4
Fabulous hotel,5
"Lovely hotel, excellent management",5
Fabulous Hotel,5
Words do not do this hotel justice,5
Splendid,5
Mr Mouhtaris ,5
Perfect relaxation!,5
Amazing last minute stay!,5
Spa massage review,5
"AMAZING STAY, LOVED IT!!",5
The most perfect place for a relaxing summer vacation!,5
Stunning must visit hotel!,5
All around fantastic place,5
A wonderful vacation,5
Fantastic Hotel,5
Outstanding from the minute you arrive,5
Thank you again !!,5
Super organised for Covid safety,5
Amazing Experience !!!,5
Nice hotel and lovely staff!,5
Excellent Hotel,5
A great hotel with lovely staff.,5
Wonderful hotel and great staff,5
Fantastic!,5
An excellent hotel,5
What a great Hotel !,5
i thoroughly enjoyed and 100% recommend,5
Perfect Stay,5
Cracking stay,5
Great service and food,5
Amazing,5
5* Plus,5
Welcome home,5
Lovely Hotel,5
Beautiful hotel and amazing staff,5
Go there you will like it. !!!!,5
An amazing vacay. 10/10 recommended.,5
Amazing holiday,5
Lovely Hotel,4
Beautiful and safe,5
"Clean and safe, all the pandemic rules are in place. Thank you!",5
Excellent,5
Oasis of calm and peace,5
Lovely place for a family holiday,4
Perfect like always,5
Super hotel,5
Spectacular Experience!,5
Beautiful Birthday!,5
Excellent hotel.,4
Wonderful Resort !,5
EXCELLENT,5
Fab hotel! We can’t wait for our next visit!,5
"Outstanding, superb, repeat experience...",5
Great hotel. Wonderful staff. ,5
Truly 5 star experience,5
Even better than before,5
Exquisitely Beautiful Hotel 5* Service,5
The best hotel in Rhodes!,5
Beautiful well run resort ,5
THAT WAS AMAZING!!!!,5
8 months till our next visit...countdown has commenced :-),5
Amazing location for a peaceful holiday ,5
Best hotel,5
PERFECT PLACE TO RELAX,5
Amazing holidays,4
Relaxing with a capital R!,5
A WONDERFUL WEEK CHILLING OUT,5
Brilliant Hospitality,5
Simply stunning!,5
Second time back - and certainly not disappointed!,5
Always the best!!,5
Excellent holiday venue,5
A truly wonderful hotel,5
THE BEST HOTEL IN RHODES,5
Our second home!,5
Up there with the best we’ve ever stayed,5
Never disappointed!,5
The Best,5
Excellent hotel with exellent service and staff. Place to come back to.,5
Wonderful hotel.,5
Our favorite hotel!!,5
Just what was needed.....a pleasure to stay here,5
Good hotel,5
Amazing Atrium Palace,5
Once again! Lovely September holidays!!!,5
Wonderful vacation!!!,5
The Paradise,5
The best hotel in Rhodes,5
The best hotel on Rhodes!,5
Atrium Palace Thalasso Spa Resort,4
Atrium Palace Hotel is definitely worth your visit,5
Love this place,5
Paradise of Atrium 🌈,5
Excellent,5
Fabulous holiday,4
Holiday,4
Very nice place to be,4
Atrium Palace Wedding ,5
Is worth a visit!,5
Perfect holiday,5
Beautifully Kept Hotel in Fabulous Location,5
Atrium Palace Thalasso Spa Resort Hotel,5
"Atrium Hotel, Kalathos, Rhodes.",5
Simply the best,5
Outstanding and luxurious stay at The Atrium Palace!,5
You get what you pay for,5
Five Stars for Excellence ,5
Fantastic hotel and very friendly staff.,5
Another brilliant holiday at the Atrium Palace again this year,5
Wonderful Family Holiday,5
Sue and Chris Dale,5
Holiday,5
Great pools and bars lovely rooms,4
Fantastic family holiday,5
Marvellous holidays in a fabulous hotel!,5
Fabulous holiday,5
Fifth stay... and as wonderful as always,5
Just superb!,5
2 years in a row ,5
Best holiday and hospitality,5
Amazing Stay!!!,5
We love them)),5
Family of 4,5
LOVELY 5 STAR HOTEL TO STAY AT,5
Loved this gem of a hotel !,5
1 week family stay,5
Wonderful Stay,5
Family Holiday,5
Lovely relaxing break,5
The best staff in the world.,5
Best hotel I have stayed in..... ever!,5
Magnificent  hotel,5
Amazing hotel,5
Flawless hotel,5
Wonderful,5
Outstanding stay,5
The BEST you can find in Rhodes,5
All round wonderful experience,5
Best hotel in Rhodes,5
Perfect resort,5
Senior citizens are comfortable in this five star hotel complex,5
Amazing beach hotel,5
Fabulous week,5
5 days into the Holiday,5
Amazing family holiday,5
Adjusted Expectations...,3
Good place,5
"Excellent spotless hotel, relaxing holiday ",5
An amazing vacation,5
Heavenly Hotel with Lovely Staff,5
a 5 star rating,5
A FULLY RELAXING HOLIDAY IN A 5 STAR SPA HOTEL RESORT,5
1st class Hotel with fantastic staff and facility’s,5
Excellent Customer Driven Hotel,5
Our best holiday ever!,5
HEAVEN PLACE,5
For always in our heart ♥️,5
"Gym, spa, sauna- keep up your fitness levels while you’re on holiday",5
Lovely Hotel,5
Home away from home,5
Amazing place,5
Great hotel,5
Best choice for the price,4
A beautiful resort with top quality service.,5
Anthony childs,5
Unique ATRIUM PALACE,5
The best place to be❤️,5
Beautiful hotel and amazing pools,4
Very friendly place,4
Really great resort ,5
Amazing place!,5
Magnificent service!!!,5
Simple Amazing Place and service!,5
Perfect !,5
Wonderful Hotel,5
Brilliant holiday,5
Perfect holiday in the perfect hotel,5
Very good hotel with brilliant staff,4
The outstanding Atrium,5
Beautiful hotel,5
Magical vacation 3D season already!!!,5
An amazing and beautiful hotel,5
Amazing Everything,5
Amazing place!,5
For our golden anniversary,5
“Amazing time”,5
Rhodes,5
First class hotel for a relaxing holiday,5
Relaxing stay,4
Tolles Hotel!,5
Trip No. 2 to the Atrium Palace Hotel...and it was AWESOME,5
Loved it,5
Memorable trip,5
Super Spa ,5
Recharged,5
Wow,5
Amazing holidays!,5
Grateful!,5
Superb Hotel - Super Friendly Staff,5
This hotel thinks of everything!,5
Perfect Hotel,5
A place to come back to!,5
Great hotel but with some problems,4
The most amazing hotel and friendliest staff,5
WOW!!!,5
Amazing Holiday,5
perfect again,5
Nice hotel with perfect location!,4
Amazing Hotel,5
Perfect place! ,5
Lovely airy clean hotel,5
Amazing hotel ,5
Wonderful two weeks!,5
Holiday ,5
Очень amazing,5
Ian & Carole Yaffe,5
Atrium Palace,4
Anniversary celebration,5
Atrium Palace,5
SoSpa Fitness and Fun Holiday,5
Group Day,5
Simply the best!!!!,5
Welcoming and Friendly,5
Total Relaxation (with a smile),5
Wonderful Spa,5
Amazing service and nice rooms!,5
Atrium Palace,5
Very good hotel and service,5
Absolutely perfect,5
Starting the holidays at the best Hotel in Rhodes!,5
Amazing hotel !!!,5
A Pampering Place,5
Nice og peaceful place,5
Wonderful Hotel and Experience!,5
Excellent Resort!,5
Great experience!,5
Wonderful just Wonderful,5
Excellent,5
Best family holiday,5
Beautiful Hotel,5
A touch of luxury with very friendly staff,5
Lovely hotel and a lovely bunch of people.,5
Excellent hotel,5
Relaxing and friendly ,5
"Beautiful setting, superbly relaxing, unequivocally friendly and absolutely serene",5
luxurious,5
Excellent staff make this place special ,5
Extraordinary,5
Nektarios,5
A hotel that really makes guests feel welcome and special,5
A Very Nice Hotel Indeed.,5
Great Season start 2019,5
Excellent stay,5
Amazing stay!,5
Atrium In Lindos,5
"Super Customer Service, Luxury and Beauty",4
Returned Again and Still Fantastic,5
Excellent hospitality,5
Excellent value fo money resort,5
Lovely Hotel,5
Wonderful Hotel!,5
Heaven on Earth!,5
Celebrated my Birthday,5
"Excellent service, lovely staff.",4
Holidays,5
Thank you!!!,5
Nice time in Atrium Palace,5
Lovely stay in high quality hotel,5
Excellent hotel with the best restaurant manager Mr.Savvas Papantoniou!,5
Mrs.Alesia,5
Very pleasant hotel with excellent staff,4
Great hotel and service,5
Wonderfull holidays,5
PERFECTION,5
Total satisfaction again!,5
top quality hotel,5
"Great vacation, like always!",5
The best experience ,5
No sunbed saving what a pleasant change,5
Fabulous stay!,5
Fabulous 5 star hitel,5
“ Check in Relax Enjoy”,5
Ok but let down by the surroundings,4
"Family holiday in early October; four people, including two adult children.",5
Another fantastic stay,5
Enjoyable and relaxing holiday.,5
Fantastic hotel experience!,5
Best family holiday,5
Best hotel,5
Dear Hotel!),5
The best hotel I have visited in the whole world,5
October Break!,5
Nice location,5
THE most fabulous holiday,5
Relaxing,5
Fantastic hotel with amazing staff!,5
perfect place away from the noise,5
Guest,1
Perfect holiday,5
The best vacation!,5
Lovely Hotel in Lovely Rhodes,4
Dreaming vacation!!!,5
Vip Treatment!!,5
Superb friendly and professional staff! Luxury resort! Will definitely come back!,5
New tradition,5
Feels like going home!,5
A Gem next to the crystal sea,5
Favorite hotel in Rhodes!,5
Great vacation!,5
Will always stay in my heart!❤️,5
Perfection !!,5
Thank you! ,5
We enjoyed this hotel to the fullest,5
Excellent Hotel Resort,5
Outstanding,5
A luxurious and cosy accommodation.,5
"""A good hotel - but with outstanding service and an excellent General Manager Mr. Matsigkos.""",5
Excellent as always!,5
Lovely experience,5
LOVED our stay - exceptional staff!!!!,5
Magnificent hotel,5
Fabulous Hotel,5
Ignore any of the negative reviews!,5
A truly amazing hotel,4
"Fantastic Hotel, great holiday!",5
Jewel in Kalathos,5
Fantastic atrium palace!!!!!!,5
Holiday!,5
Amazing place!!,5
Totally recommend it!!,5
Amazing stay,5
Best Hotel By Far! ,5
Ideal place for sea vacation,5
"Another year, another pack of good memories",5
"Mixed impressions, but high marks",4
Everything We Wanted,5
Stunning hotel,5
The best holiday time,5
Relaxing Holiday.,5
Perfection! Well almost.,5
Many positives but couple of negatives to bear in mind before you book,4
Perfect hotel,5
Deep tissue massage,5
*****Paradise!!!*****,5
Tracy J - Great time had by all!,5
Will always be the best hotel in Rhodes for us,5
Staff continue to make this place great,5
Still The Best,5
Amazing stay,4
Excellent all round hotel !! ,5
5* is correct!,5
Fabloussess Holiday,5
Wonderful holiday at a Brilliant Hotel,5
Nice hotel with very good service,5
The hallway to palatial luxury?,5
Memorable stay!,5
Garden View Glorious Staff Exceptional,5
Exceptional service! ,5
What an amazing place!,5
"Nearly perfect, wonderful staff",4
Relaxing,5
OUTSTANDING!!,5
Great experience!,5
High-class family vacation ,5
"Relaxing hotel, exceptional hospitality ",5
Disappointing,3
Definitly 5 star worthy!!,5
Very good stay,5
Great vacation,5
Fantastic hotel,5
The wonderful staff made it!,5
The most wonderful place to be!,5
Great Hotel for a rlaxing vacation,5
Not quite 5* but close,4
When quality comes from the Human Resources!,5
Nice resort to enjoy cristal clear waters,5
A magnificent relaxation oasis,5
Excellent!,5
Excellent hotel,5
Amazing hotel beach and great value for money,5
Fred Dunlop,5
Absolutely fabulous,5
Mr and Mrs Taylor   room 412,5
Fab Hotel- we will be returning,5
My daughters wedding!,5
Welcoming and friendly hotel,5
"Lovely hotel, great staff and perfect for Lindos and Pethkos",5
"An excellent choice of the Hotel in Rhodes, Greece",5
The perfect holiday,5
5* it certainly is !!!!,5
Everything you need however. ...,4
Amazing hotel and staff,5
Best Holidays ever😍😍😍,5
"Fantastic staff, wonderful beach and top-notch cuisine! Congrats!",5
First class run hotel,5
Amazing Hotel and brilliant staff,5
Nice Hotel-But Spoilt By Germans!,4
Vacation,3
HOME SWEET HOME,5
An amazing holiday with such friendly staff,5
Beautiful hotel and friedly staff,5
Endless blue,5
A week in paradise,5
Relaxing week in lovely surroundings with excellent staff and service,5
"Outstanding hotel, surpassed every expectation!",5
Lazy week in lovely hotel,5
Amazing stay in Atrium Palace-above expectations,5
Perfect Vacation,5
"Some great staff, a very nice stay",5
Going back to Atrium Palace always feels so great and is such a pleasure!,5
Amazing relaxing stay,5
Ticks every box,5
AMAZING!,5
Another great stay at Atrium Palace,5
Terrific relaxing holiday resort,5
ONCE AGAIN A SUPERB HOLIDAY HOTEL STAY,5
Lovely resort hotel,5
Great Holiday,5
Fabulous,5
Paradise!,5
Fabulous holiday!,5
Excellence,5
Best vacation ever,5
The best holidays ever😍,5
Excellent choice,5
What's not to like.,5
Fabulous,5
Amazing Hotel-Atrium Palace Rhodes ,5
Sheer luxury in beautiful Rhodes,5
A gift that keeps on giving,5
Best Hotel - Perfect Holiday,5
Its always the staff that makes a holiday,5
"Fantastic, we loved it",5
Perfect Service,5
Smart hotel with great staff but 6km from Lindos and in isoloated location,3
7 days at the atrium,5
Very nice hotel,5
Wonderful holiday in Rhodes,5
Most helpful,5
A tropical oasis on the east coast of Rhodes,5
Simply the best,5
My favourite holiday place,5
Amazing Hotel,5
Best hotel I have been to,5
Great place,5
chilling holiday,5
Wonderful relaxing hotel,5
Relax in the sun,5
Extraordinary Experience,5
We want to come here again!,5
Relaxing 5 Star hotel,5
Wonderful hotel,5
"Perfect hotel, amazing staff!!!!",5
9 days of delight  bed and breakfast ,5
BEST EXPERIENCE EVER!!,5
Beautiful resort,4
AMAZING HOTEL!,5
Atrium Palace,5
Paradise ,5
Eight Friends holiday,5
"A beautiful, clean hotel",4
Real five-star hotel !,5
Fabulous holiday. Faultless service.,5
Palace or Platinum,5
Great hotel on the beach,5
Amazing place to stay,5
Fantastic holiday,5
Great hotel/amazing service!,5
Wonderful hotel,5
Great hotel but some areas for improvement,4
EXCELLENT IN EVERY RESPECT,5
Simply The Best,5
"Relaxing, friendly, high standard hotel",4
